Rank,Title,Rating,Episodes,URL,Members_Votes,Type,Start Date,Finish Date,Premiered,R-Rating,Generes,Source,Studio
122,Mob Psycho 100,8.48, (12 eps),https://myanimelist.net/anime/32182/Mob_Psycho_100,"1,609,834 ",TV,Jul 2016 , Sep 2016,Premiered: Summer 2016,unkown,unkown,unkown,unkown
123,Vivy: Fluorite Eye's Song,8.48, (13 eps),https://myanimelist.net/anime/46095/Vivy__Fluorite_Eyes_Song,"350,530 ",TV,Apr 2021 , Jun 2021,Premiered: Spring 2021,unkown,unkown,unkown,unkown
124,Saenai Heroine no Sodatekata Fine,8.47, (1 eps),https://myanimelist.net/anime/36885/Saenai_Heroine_no_Sodatekata_Fine,"135,743 ",Movie,Oct 2019 , Oct 2019,,unkown,unkown,unkown,unkown
125,Zoku Owarimonogatari,8.47, (6 eps),https://myanimelist.net/anime/36999/Zoku_Owarimonogatari,"185,487 ",Movie,Nov 2018 , Nov 2018,,unkown,unkown,unkown,unkown
126,Mo Dao Zu Shi: Xian Yun Pian,8.46,,https://myanimelist.net/anime/38450/Mo_Dao_Zu_Shi__Xian_Yun_Pian,"76,912 ",,Aug 2019 , Sep 2019,,unkown,unkown,unkown,unkown
127,Nichijou,8.46, (26 eps),https://myanimelist.net/anime/10165/Nichijou,"750,519 ",TV,Apr 2011 , Sep 2011,Premiered: Spring 2011,unkown,unkown,unkown,unkown
128,Owarimonogatari,8.46, (12 eps),https://myanimelist.net/anime/31181/Owarimonogatari,"415,321 ",TV,Oct 2015 , Dec 2015,Premiered: Fall 2015,unkown,unkown,unkown,unkown
129,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,8.46, (1 eps),https://myanimelist.net/anime/11577/Steins_Gate_Movie__Fuka_Ryouiki_no_Déjà_vu,"511,154 ",Movie,Apr 2013 , Apr 2013,,unkown,unkown,unkown,unkown
130,Haikyuu!!,8.46, (25 eps),https://myanimelist.net/anime/20583/Haikyuu,"1,579,864 ",TV,Apr 2014 , Sep 2014,Premiered: Spring 2014,unkown,unkown,unkown,unkown
131,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,8.46, (1 eps),https://myanimelist.net/anime/11981/Mahou_Shoujo_Madoka★Magica_Movie_3__Hangyaku_no_Monogatari,"323,464 ",Movie,Oct 2013 , Oct 2013,,unkown,unkown,unkown,unkown
132,Golden Kamuy 3rd Season,8.45, (12 eps),https://myanimelist.net/anime/40059/Golden_Kamuy_3rd_Season,"114,010 ",TV,Oct 2020 , Dec 2020,Premiered: Fall 2020,unkown,unkown,unkown,unkown
133,Holo no Graffiti,8.45,,https://myanimelist.net/anime/44042/Holo_no_Graffiti,"40,932 ",,May 2019 ,,,unkown,unkown,unkown,unkown
134,Mushishi Zoku Shou: Odoro no Michi,8.45,,https://myanimelist.net/anime/24687/Mushishi_Zoku_Shou__Odoro_no_Michi,"87,018 ",,Aug 2014 , Aug 2014,,unkown,unkown,unkown,unkown
135,Yuu☆Yuu☆Hakusho,8.45, (112 eps),https://myanimelist.net/anime/392/Yuu☆Yuu☆Hakusho,"566,577 ",TV,Oct 1992 , Jan 1995,Premiered: Fall 1992,unkown,unkown,unkown,unkown
136,Mononoke,8.44, (12 eps),https://myanimelist.net/anime/2246/Mononoke,"262,770 ",TV,Jul 2007 , Sep 2007,Premiered: Summer 2007,unkown,unkown,unkown,unkown
137,Saiki Kusuo no Ψ-nan 2,8.44, (24 eps),https://myanimelist.net/anime/34612/Saiki_Kusuo_no_Ψ-nan_2,"492,239 ",TV,Jan 2018 , Jun 2018,Premiered: Winter 2018,unkown,unkown,unkown,unkown
138,Wu Liuqi Zhi Xuanwu Guo Pian,8.44,,https://myanimelist.net/anime/45556/Wu_Liuqi_Zhi_Xuanwu_Guo_Pian,"22,628 ",,Jan 2021 , May 2021,,unkown,unkown,unkown,unkown
139,Gintama: Yorinuki Gintama-san on Theater 2D,8.44, (2 eps),https://myanimelist.net/anime/21899/Gintama__Yorinuki_Gintama-san_on_Theater_2D,"37,321 ",Movie,Aug 2012 , Aug 2012,,unkown,unkown,unkown,unkown
140,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,8.44, (24 eps),https://myanimelist.net/anime/26055/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders_2nd_Season,"853,446 ",TV,Jan 2015 , Jun 2015,Premiered: Winter 2015,unkown,unkown,unkown,unkown
141,Kobayashi-san Chi no Maid Dragon S,8.44, (12 eps),https://myanimelist.net/anime/39247/Kobayashi-san_Chi_no_Maid_Dragon_S,"387,507 ",TV,Jul 2021 , Sep 2021,Premiered: Summer 2021,unkown,unkown,unkown,unkown
142,Grand Blue,8.43, (12 eps),https://myanimelist.net/anime/37105/Grand_Blue,"583,392 ",TV,Jul 2018 , Sep 2018,Premiered: Summer 2018,unkown,unkown,unkown,unkown
143,Koukaku Kidoutai: Stand Alone Complex,8.43, (26 eps),https://myanimelist.net/anime/467/Koukaku_Kidoutai__Stand_Alone_Complex,"354,582 ",TV,Oct 2002 , Oct 2003,Premiered: Fall 2002,unkown,unkown,unkown,unkown
144,Saiki Kusuo no Ψ-nan,8.43, (120 eps),https://myanimelist.net/anime/33255/Saiki_Kusuo_no_Ψ-nan,"838,368 ",TV,Jul 2016 , Dec 2016,Premiered: Summer 2016,unkown,unkown,unkown,unkown
145,Natsume Yuujinchou Movie: Utsusemi ni Musubu,8.42, (1 eps),https://myanimelist.net/anime/36538/Natsume_Yuujinchou_Movie__Utsusemi_ni_Musubu,"56,329 ",Movie,Sep 2018 , Sep 2018,,unkown,unkown,unkown,unkown
146,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,8.42, (1 eps),https://myanimelist.net/anime/35851/Sayonara_no_Asa_ni_Yakusoku_no_Hana_wo_Kazarou,"328,579 ",Movie,Feb 2018 , Feb 2018,,unkown,unkown,unkown,unkown
147,Fumetsu no Anata e,8.42, (20 eps),https://myanimelist.net/anime/41025/Fumetsu_no_Anata_e,"601,693 ",TV,Apr 2021 , Aug 2021,Premiered: Spring 2021,unkown,unkown,unkown,unkown
148,Kara no Kyoukai 7: Satsujin Kousatsu (Go),8.42, (1 eps),https://myanimelist.net/anime/5205/Kara_no_Kyoukai_7__Satsujin_Kousatsu_Go,"183,098 ",Movie,Aug 2009 , Aug 2009,,unkown,unkown,unkown,unkown
149,Kono Oto Tomare! 2nd Season,8.42, (13 eps),https://myanimelist.net/anime/38889/Kono_Oto_Tomare_2nd_Season,"122,110 ",TV,Oct 2019 , Dec 2019,Premiered: Fall 2019,unkown,unkown,unkown,unkown
150,Major S5,8.42, (25 eps),https://myanimelist.net/anime/5028/Major_S5,"63,230 ",TV,Jan 2009 , Jun 2009,Premiered: Winter 2009,unkown,unkown,unkown,unkown
151,Gintama°: Aizome Kaori-hen,8.41, (2 eps),https://myanimelist.net/anime/32366/Gintama°__Aizome_Kaori-hen,"70,795 ",OVA,Aug 2016 , Nov 2016,,unkown,unkown,unkown,unkown
152,Kaze ga Tsuyoku Fuiteiru,8.41, (23 eps),https://myanimelist.net/anime/37965/Kaze_ga_Tsuyoku_Fuiteiru,"245,216 ",TV,Oct 2018 , Mar 2019,Premiered: Fall 2018,unkown,unkown,unkown,unkown
153,Non Non Biyori Nonstop,8.41, (12 eps),https://myanimelist.net/anime/39808/Non_Non_Biyori_Nonstop,"92,268 ",TV,Jan 2021 , Mar 2021,Premiered: Winter 2021,unkown,unkown,unkown,unkown
154,Shingeki no Kyojin: Kuinaki Sentaku,8.41, (2 eps),https://myanimelist.net/anime/25781/Shingeki_no_Kyojin__Kuinaki_Sentaku,"412,303 ",OVA,Dec 2014 , Apr 2015,,unkown,unkown,unkown,unkown
155,Tensei shitara Slime Datta Ken 2nd Season,8.41, (12 eps),https://myanimelist.net/anime/39551/Tensei_shitara_Slime_Datta_Ken_2nd_Season,"649,482 ",TV,Jan 2021 , Mar 2021,Premiered: Winter 2021,unkown,unkown,unkown,unkown
156,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,8.41, (1 eps),https://myanimelist.net/anime/39741/Violet_Evergarden_Gaiden__Eien_to_Jidou_Shuki_Ningyou,"297,089 ",Movie,Sep 2019 , Sep 2019,,unkown,unkown,unkown,unkown
157,Natsume Yuujinchou Roku Specials,8.4,,https://myanimelist.net/anime/36275/Natsume_Yuujinchou_Roku_Specials,"38,045 ",,Sep 2017 , Oct 2017,,unkown,unkown,unkown,unkown
158,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,8.4, (12 eps),https://myanimelist.net/anime/39547/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Kan,"552,269 ",TV,Jul 2020 , Sep 2020,Premiered: Summer 2020,unkown,unkown,unkown,unkown
159,3-gatsu no Lion,8.4, (22 eps),https://myanimelist.net/anime/31646/3-gatsu_no_Lion,"569,721 ",TV,Oct 2016 , Mar 2017,Premiered: Fall 2016,unkown,unkown,unkown,unkown
160,Chihayafuru 2,8.4, (25 eps),https://myanimelist.net/anime/14397/Chihayafuru_2,"206,022 ",TV,Jan 2013 , Jun 2013,Premiered: Winter 2013,unkown,unkown,unkown,unkown
161,Cross Game,8.4, (50 eps),https://myanimelist.net/anime/5941/Cross_Game,"110,878 ",TV,Apr 2009 , Mar 2010,Premiered: Spring 2009,unkown,unkown,unkown,unkown
162,Houseki no Kuni (TV),8.4, (12 eps),https://myanimelist.net/anime/35557/Houseki_no_Kuni_TV,"365,874 ",TV,Oct 2017 , Dec 2017,Premiered: Fall 2017,unkown,unkown,unkown,unkown
163,Hunter x Hunter,8.4, (62 eps),https://myanimelist.net/anime/136/Hunter_x_Hunter,"495,686 ",TV,Oct 1999 , Mar 2001,Premiered: Fall 1999,unkown,unkown,unkown,unkown
164,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8.4, (12 eps),https://myanimelist.net/anime/37999/Kaguya-sama_wa_Kokurasetai__Tensai-tachi_no_Renai_Zunousen,"1,285,720 ",TV,Jan 2019 , Mar 2019,Premiered: Winter 2019,unkown,unkown,unkown,unkown
165,Baccano!,8.39, (13 eps),https://myanimelist.net/anime/2251/Baccano,"799,437 ",TV,Jul 2007 , Nov 2007,Premiered: Summer 2007,unkown,unkown,unkown,unkown
166,Barakamon,8.39, (12 eps),https://myanimelist.net/anime/22789/Barakamon,"573,675 ",TV,Jul 2014 , Sep 2014,Premiered: Summer 2014,unkown,unkown,unkown,unkown
167,Kizumonogatari I: Tekketsu-hen,8.39, (1 eps),https://myanimelist.net/anime/9260/Kizumonogatari_I__Tekketsu-hen,"443,680 ",Movie,Jan 2016 , Jan 2016,,unkown,unkown,unkown,unkown
168,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,8.39, (13 eps),https://myanimelist.net/anime/39587/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season,"866,768 ",TV,Jul 2020 , Sep 2020,Premiered: Summer 2020,unkown,unkown,unkown,unkown
169,Tian Guan Ci Fu,8.39,,https://myanimelist.net/anime/40730/Tian_Guan_Ci_Fu,"79,126 ",,Oct 2020 , Jan 2021,,unkown,unkown,unkown,unkown
170,Usagi Drop,8.39, (11 eps),https://myanimelist.net/anime/10162/Usagi_Drop,"435,846 ",TV,Jul 2011 , Sep 2011,Premiered: Summer 2011,unkown,unkown,unkown,unkown
171,Cowboy Bebop: Tengoku no Tobira,8.38, (1 eps),https://myanimelist.net/anime/5/Cowboy_Bebop__Tengoku_no_Tobira,"316,536 ",Movie,Sep 2001 , Sep 2001,,unkown,unkown,unkown,unkown
172,Kamisama Hajimemashita: Kako-hen,8.38, (4 eps),https://myanimelist.net/anime/30709/Kamisama_Hajimemashita__Kako-hen,"137,830 ",OVA,Aug 2015 , Aug 2016,,unkown,unkown,unkown,unkown
173,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,8.38, (1 eps),https://myanimelist.net/anime/11979/Mahou_Shoujo_Madoka★Magica_Movie_2__Eien_no_Monogatari,"179,029 ",Movie,Oct 2012 , Oct 2012,,unkown,unkown,unkown,unkown
174,Bakuman. 2nd Season,8.37, (25 eps),https://myanimelist.net/anime/10030/Bakuman_2nd_Season,"317,675 ",TV,Oct 2011 , Mar 2012,Premiered: Fall 2011,unkown,unkown,unkown,unkown
175,Hellsing Ultimate,8.37, (10 eps),https://myanimelist.net/anime/777/Hellsing_Ultimate,"779,384 ",OVA,Feb 2006 , Dec 2012,,unkown,unkown,unkown,unkown
176,Kaze no Tani no Nausicaä,8.37, (1 eps),https://myanimelist.net/anime/572/Kaze_no_Tani_no_Nausicaä,"314,321 ",Movie,Mar 1984 , Mar 1984,,unkown,unkown,unkown,unkown
177,Gotcha!,8.36,,https://myanimelist.net/anime/42984/Gotcha,"22,923 ",,Sep 2020 , Sep 2020,,unkown,unkown,unkown,unkown
178,Kingdom 2nd Season,8.36, (39 eps),https://myanimelist.net/anime/17389/Kingdom_2nd_Season,"93,925 ",TV,Jun 2013 , Mar 2014,Premiered: Summer 2013,unkown,unkown,unkown,unkown
179,Kiseijuu: Sei no Kakuritsu,8.36, (24 eps),https://myanimelist.net/anime/22535/Kiseijuu__Sei_no_Kakuritsu,"1,536,834 ",TV,Oct 2014 , Mar 2015,Premiered: Fall 2014,unkown,unkown,unkown,unkown
180,Mahou Shoujo Madoka★Magica,8.36, (12 eps),https://myanimelist.net/anime/9756/Mahou_Shoujo_Madoka★Magica,"1,100,530 ",TV,Jan 2011 , Apr 2011,Premiered: Winter 2011,unkown,unkown,unkown,unkown
181,Mushoku Tensei: Isekai Ittara Honki Dasu,8.36, (11 eps),https://myanimelist.net/anime/39535/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu,"790,981 ",TV,Jan 2021 , Mar 2021,Premiered: Winter 2021,unkown,unkown,unkown,unkown
182,Psycho-Pass,8.36, (22 eps),https://myanimelist.net/anime/13601/Psycho-Pass,"1,400,176 ",TV,Oct 2012 , Mar 2013,Premiered: Fall 2012,unkown,unkown,unkown,unkown
183,Yoru Ni Kakeru,8.36,,https://myanimelist.net/anime/48653/Yoru_Ni_Kakeru,"7,223 ",,Nov 2019 , Nov 2019,,unkown,unkown,unkown,unkown
184,Shoujo☆Kageki Revue Starlight Movie,8.35, (1 eps),https://myanimelist.net/anime/40664/Shoujo☆Kageki_Revue_Starlight_Movie,"5,988 ",Movie,Jun 2021 , Jun 2021,,unkown,unkown,unkown,unkown
185,Uchuu Senkan Yamato 2199,8.35, (26 eps),https://myanimelist.net/anime/12029/Uchuu_Senkan_Yamato_2199,"101,272 ",OVA,May 2012 , Oct 2013,,unkown,unkown,unkown,unkown
186,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8.35, (11 eps),https://myanimelist.net/anime/9989/Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai,"1,391,317 ",TV,Apr 2011 , Jun 2011,Premiered: Spring 2011,unkown,unkown,unkown,unkown
187,Bakemonogatari,8.35, (15 eps),https://myanimelist.net/anime/5081/Bakemonogatari,"1,227,336 ",TV,Jul 2009 , Jun 2010,Premiered: Summer 2009,unkown,unkown,unkown,unkown
188,Gintama: Shiroyasha Koutan,8.35,,https://myanimelist.net/anime/6945/Gintama__Shiroyasha_Koutan,"60,357 ",,Sep 2008 , Sep 2008,,unkown,unkown,unkown,unkown
189,Given,8.35, (11 eps),https://myanimelist.net/anime/39533/Given,"421,005 ",TV,Jul 2019 , Sep 2019,Premiered: Summer 2019,unkown,unkown,unkown,unkown
190,Haikyuu!!: To the Top,8.35, (13 eps),https://myanimelist.net/anime/38883/Haikyuu__To_the_Top,"703,401 ",TV,Jan 2020 , Apr 2020,Premiered: Winter 2020,unkown,unkown,unkown,unkown
191,Major S6,8.35, (25 eps),https://myanimelist.net/anime/7655/Major_S6,"55,760 ",TV,Apr 2010 , Sep 2010,Premiered: Spring 2010,unkown,unkown,unkown,unkown
192,K-On! Movie,8.34, (1 eps),https://myanimelist.net/anime/9617/K-On_Movie,"279,978 ",Movie,Dec 2011 , Dec 2011,,unkown,unkown,unkown,unkown
193,Katanagatari,8.34, (12 eps),https://myanimelist.net/anime/6594/Katanagatari,"497,860 ",TV,Jan 2010 , Dec 2010,Premiered: Winter 2010,unkown,unkown,unkown,unkown
194,Made in Abyss Movie 2: Hourou Suru Tasogare,8.34, (1 eps),https://myanimelist.net/anime/37515/Made_in_Abyss_Movie_2__Hourou_Suru_Tasogare,"84,639 ",Movie,Jan 2019 , Jan 2019,,unkown,unkown,unkown,unkown
195,Mobile Suit Gundam: The Origin,8.34, (6 eps),https://myanimelist.net/anime/10937/Mobile_Suit_Gundam__The_Origin,"59,819 ",OVA,Feb 2015 , May 2018,,unkown,unkown,unkown,unkown
196,Natsume Yuujinchou: Itsuka Yuki no Hi ni,8.34, (1 eps),https://myanimelist.net/anime/20651/Natsume_Yuujinchou__Itsuka_Yuki_no_Hi_ni,"70,124 ",OVA,Feb 2014 , Feb 2014,,unkown,unkown,unkown,unkown
197,Neon Genesis Evangelion,8.34, (26 eps),https://myanimelist.net/anime/30/Neon_Genesis_Evangelion,"1,448,378 ",TV,Oct 1995 , Mar 1996,Premiered: Fall 1995,unkown,unkown,unkown,unkown
198,One Outs,8.34, (25 eps),https://myanimelist.net/anime/5040/One_Outs,"205,676 ",TV,Oct 2008 , Apr 2009,Premiered: Fall 2008,unkown,unkown,unkown,unkown
199,Ookami to Koushinryou II,8.34, (12 eps),https://myanimelist.net/anime/5341/Ookami_to_Koushinryou_II,"434,331 ",TV,Jul 2009 , Sep 2009,Premiered: Summer 2009,unkown,unkown,unkown,unkown
200,Versailles no Bara,8.34, (40 eps),https://myanimelist.net/anime/338/Versailles_no_Bara,"79,127 ",TV,Oct 1979 , Sep 1980,Premiered: Fall 1979,unkown,unkown,unkown,unkown
201,Natsume Yuujinchou Go Specials,8.33,,https://myanimelist.net/anime/34534/Natsume_Yuujinchou_Go_Specials,"37,872 ",,Mar 2017 , Apr 2017,,unkown,unkown,unkown,unkown
202,Romeo no Aoi Sora,8.33, (33 eps),https://myanimelist.net/anime/2559/Romeo_no_Aoi_Sora,"42,279 ",TV,Jan 1995 , Dec 1995,Premiered: Winter 1995,unkown,unkown,unkown,unkown
203,Sakamichi no Apollon,8.33, (12 eps),https://myanimelist.net/anime/12531/Sakamichi_no_Apollon,"328,168 ",TV,Apr 2012 , Jun 2012,Premiered: Spring 2012,unkown,unkown,unkown,unkown
204,Tenki no Ko,8.33, (1 eps),https://myanimelist.net/anime/38826/Tenki_no_Ko,"720,828 ",Movie,Jul 2019 , Jul 2019,,unkown,unkown,unkown,unkown
205,Evangelion: 2.0 You Can (Not) Advance,8.33, (1 eps),https://myanimelist.net/anime/3784/Evangelion__20_You_Can_Not_Advance,"437,608 ",Movie,Jul 2009 , Jul 2009,,unkown,unkown,unkown,unkown
206,Kemono no Souja Erin,8.33, (50 eps),https://myanimelist.net/anime/5420/Kemono_no_Souja_Erin,"75,650 ",TV,Jan 2009 , Dec 2009,Premiered: Winter 2009,unkown,unkown,unkown,unkown
207,Boku dake ga Inai Machi,8.32, (12 eps),https://myanimelist.net/anime/31043/Boku_dake_ga_Inai_Machi,"1,718,925 ",TV,Jan 2016 , Mar 2016,Premiered: Winter 2016,unkown,unkown,unkown,unkown
208,Doukyuusei (Movie),8.32, (1 eps),https://myanimelist.net/anime/30346/Doukyuusei_Movie,"212,464 ",Movie,Feb 2016 , Feb 2016,,unkown,unkown,unkown,unkown
209,Fate/stay night: Unlimited Blade Works 2nd Season,8.32, (13 eps),https://myanimelist.net/anime/28701/Fate_stay_night__Unlimited_Blade_Works_2nd_Season,"727,970 ",TV,Apr 2015 , Jun 2015,Premiered: Spring 2015,unkown,unkown,unkown,unkown
210,Hotarubi no Mori e,8.32, (1 eps),https://myanimelist.net/anime/10408/Hotarubi_no_Mori_e,"690,959 ",Movie,Sep 2011 , Sep 2011,,unkown,unkown,unkown,unkown
211,Kimetsu no Yaiba: Mugen Ressha-hen,8.32, (7 eps),https://myanimelist.net/anime/49926/Kimetsu_no_Yaiba__Mugen_Ressha-hen,"256,107 ",TV,Oct 2021 , Nov 2021,Premiered: Fall 2021,unkown,unkown,unkown,unkown
212,Major: World Series,8.32, (2 eps),https://myanimelist.net/anime/11917/Major__World_Series,"32,598 ",OVA,Dec 2011 , Jan 2012,,unkown,unkown,unkown,unkown
213,Natsume Yuujinchou,8.32, (13 eps),https://myanimelist.net/anime/4081/Natsume_Yuujinchou,"463,284 ",TV,Jul 2008 , Sep 2008,Premiered: Summer 2008,unkown,unkown,unkown,unkown
214,NHK ni Youkoso!,8.32, (24 eps),https://myanimelist.net/anime/1210/NHK_ni_Youkoso,"617,988 ",TV,Jul 2006 , Dec 2006,Premiered: Summer 2006,unkown,unkown,unkown,unkown
215,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",8.32,,https://myanimelist.net/anime/37095/Violet_Evergarden__Kitto_Ai_wo_Shiru_Hi_ga_Kuru_no_Darou,"248,940 ",,Jul 2018 , Jul 2018,,unkown,unkown,unkown,unkown
216,Shelter (Music),8.31,,https://myanimelist.net/anime/34240/Shelter_Music,"297,782 ",,Oct 2016 , Oct 2016,,unkown,unkown,unkown,unkown
217,Shinsekai yori,8.31, (25 eps),https://myanimelist.net/anime/13125/Shinsekai_yori,"690,038 ",TV,Sep 2012 , Mar 2013,Premiered: Fall 2012,unkown,unkown,unkown,unkown
218,Shirobako,8.31, (24 eps),https://myanimelist.net/anime/25835/Shirobako,"395,567 ",TV,Oct 2014 , Mar 2015,Premiered: Fall 2014,unkown,unkown,unkown,unkown
219,Tensei shitara Slime Datta Ken 2nd Season Part 2,8.31, (12 eps),https://myanimelist.net/anime/41487/Tensei_shitara_Slime_Datta_Ken_2nd_Season_Part_2,"458,680 ",TV,Jul 2021 , Sep 2021,Premiered: Summer 2021,unkown,unkown,unkown,unkown
220,Diamond no Ace: Second Season,8.31, (51 eps),https://myanimelist.net/anime/30230/Diamond_no_Ace__Second_Season,"116,599 ",TV,Apr 2015 , Mar 2016,Premiered: Spring 2015,unkown,unkown,unkown,unkown
221,Douluo Dalu: Xiaowu Juebie,8.31,,https://myanimelist.net/anime/42498/Douluo_Dalu__Xiaowu_Juebie,"7,695 ",,May 2020 , Aug 2020,,unkown,unkown,unkown,unkown
222,Fate/Zero,8.31, (13 eps),https://myanimelist.net/anime/10087/Fate_Zero,"1,290,138 ",TV,Oct 2011 , Dec 2011,Premiered: Fall 2011,unkown,unkown,unkown,unkown
223,Hunter x Hunter: Original Video Animation,8.31, (8 eps),https://myanimelist.net/anime/137/Hunter_x_Hunter__Original_Video_Animation,"112,409 ",OVA,Jan 2002 , Apr 2002,,unkown,unkown,unkown,unkown
224,Kawaki wo Ameku,8.31,,https://myanimelist.net/anime/39112/Kawaki_wo_Ameku,"22,735 ",,Jan 2019 , Jan 2019,,unkown,unkown,unkown,unkown
225,Kuroko no Basket 3rd Season,8.31, (25 eps),https://myanimelist.net/anime/24415/Kuroko_no_Basket_3rd_Season,"625,671 ",TV,Jan 2015 , Jun 2015,Premiered: Winter 2015,unkown,unkown,unkown,unkown
226,Beck,8.3, (26 eps),https://myanimelist.net/anime/57/Beck,"291,320 ",TV,Oct 2004 , Mar 2005,Premiered: Fall 2004,unkown,unkown,unkown,unkown
227,Detective Conan Movie 06: The Phantom of Baker Street,8.3, (1 eps),https://myanimelist.net/anime/1365/Detective_Conan_Movie_06__The_Phantom_of_Baker_Street,"66,645 ",Movie,Apr 2002 , Apr 2002,,unkown,unkown,unkown,unkown
228,Dr. Stone,8.3, (24 eps),https://myanimelist.net/anime/38691/Dr_Stone,"1,330,815 ",TV,Jul 2019 , Dec 2019,Premiered: Summer 2019,unkown,unkown,unkown,unkown
229,Hibike! Euphonium 2,8.3, (13 eps),https://myanimelist.net/anime/31988/Hibike_Euphonium_2,"191,486 ",TV,Oct 2016 , Dec 2016,Premiered: Fall 2016,unkown,unkown,unkown,unkown
230,Initial D First Stage,8.3, (26 eps),https://myanimelist.net/anime/185/Initial_D_First_Stage,"285,216 ",TV,Apr 1998 , Dec 1998,Premiered: Spring 1998,unkown,unkown,unkown,unkown
231,Kino no Tabi: The Beautiful World,8.3, (13 eps),https://myanimelist.net/anime/486/Kino_no_Tabi__The_Beautiful_World,"260,278 ",TV,Apr 2003 , Jul 2003,Premiered: Spring 2003,unkown,unkown,unkown,unkown
232,Rurouni Kenshin: Meiji Kenkaku Romantan,8.3, (94 eps),https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan,"432,253 ",TV,Jan 1996 , Sep 1998,Premiered: Winter 1996,unkown,unkown,unkown,unkown
233,Steins;Gate: Oukoubakko no Poriomania,8.3,,https://myanimelist.net/anime/10863/Steins_Gate__Oukoubakko_no_Poriomania,"384,177 ",,Feb 2012 , Feb 2012,,unkown,unkown,unkown,unkown
234,Nodame Cantabile,8.29, (23 eps),https://myanimelist.net/anime/1698/Nodame_Cantabile,"284,012 ",TV,Jan 2007 , Jun 2007,Premiered: Winter 2007,unkown,unkown,unkown,unkown
235,Redline,8.29, (1 eps),https://myanimelist.net/anime/6675/Redline,"307,239 ",Movie,Aug 2009 , Aug 2009,,unkown,unkown,unkown,unkown
236,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,8.29, (13 eps),https://myanimelist.net/anime/37450/Seishun_Buta_Yarou_wa_Bunny_Girl_Senpai_no_Yume_wo_Minai,"1,340,042 ",TV,Oct 2018 , Dec 2018,Premiered: Fall 2018,unkown,unkown,unkown,unkown
237,Stranger: Mukou Hadan,8.29, (1 eps),https://myanimelist.net/anime/2418/Stranger__Mukou_Hadan,"291,519 ",Movie,Sep 2007 , Sep 2007,,unkown,unkown,unkown,unkown
238,Tsubasa: Tokyo Revelations,8.29, (3 eps),https://myanimelist.net/anime/2685/Tsubasa__Tokyo_Revelations,"87,340 ",OVA,Nov 2007 , Mar 2008,,unkown,unkown,unkown,unkown
239,Bakemono no Ko,8.29, (1 eps),https://myanimelist.net/anime/28805/Bakemono_no_Ko,"359,294 ",Movie,Jul 2015 , Jul 2015,,unkown,unkown,unkown,unkown
240,Gintama: Shinyaku Benizakura-hen,8.29,,https://myanimelist.net/anime/9735/Gintama__Shinyaku_Benizakura-hen,"36,849 ",,Dec 2010 , Dec 2010,,unkown,unkown,unkown,unkown
241,Kono Subarashii Sekai ni Shukufuku wo! 2,8.29, (10 eps),https://myanimelist.net/anime/32937/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2,"1,235,557 ",TV,Jan 2017 , Mar 2017,Premiered: Winter 2017,unkown,unkown,unkown,unkown
242,Ashita no Joe,8.28, (79 eps),https://myanimelist.net/anime/2402/Ashita_no_Joe,"70,243 ",TV,Apr 1970 , Sep 1971,Premiered: Spring 1970,unkown,unkown,unkown,unkown
243,Gin no Saji 2nd Season,8.28, (11 eps),https://myanimelist.net/anime/19363/Gin_no_Saji_2nd_Season,"131,014 ",TV,Jan 2014 , Mar 2014,Premiered: Winter 2014,unkown,unkown,unkown,unkown
244,Great Pretender,8.28, (23 eps),https://myanimelist.net/anime/40052/Great_Pretender,"476,484 ",TV,Jul 2020 , Dec 2020,Premiered: Summer 2020,unkown,unkown,unkown,unkown
